UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
H31890,X1,298.9,308.4,1449,42.4,149,0,No Failure,14/03/2002 04:00
L49657,x_1,298.9,308.5,1387,57.3,154,0,No Failure,14/03/2002 05:00
M17338,x1,298.9,308.5,1456,50,156,0,No Failure,14/03/2002 06:00
L49659,x_1,299,308.5,1604,34.7,159,0,No Failure,14/03/2002 07:00
L49660,x_1,299,308.6,1734,32.4,161,0,No Failure,14/03/2002 08:00
L49661,x_1,299,308.6,1378,47.8,163,0,No Failure,14/03/2002 09:00
L49662,x_1,298.9,308.7,1504,41.8,165,0,No Failure,14/03/2002 10:00
M17343,x1,298.9,308.7,1402,49.8,167,0,No Failure,14/03/2002 11:00
H31898,X1,298.8,308.6,1524,37.7,170,0,No Failure,14/03/2002 12:00
L49665,x_1,298.8,308.6,1593,35.5,175,0,No Failure,14/03/2002 13:00
M17346,x1,298.9,308.7,1772,28.4,177,0,No Failure,14/03/2002 14:00
H31901,X1,298.9,308.6,1623,31,180,0,No Failure,14/03/2002 15:00
L49668,x_1,298.9,308.7,1356,50.7,185,0,No Failure,14/03/2002 16:00
H31903,X1,282.9,308.7,1500,41.6,187,0,No Failure,14/03/2002 17:00
H31904,X1,299.1,308.8,1566,46.6,192,0,No Failure,14/03/2002 18:00
L49671,x_1,299.1,308.9,1445,43.4,197,0,No Failure,14/03/2002 19:00
H31906,X1,299,308.8,1382,58.5,199,0,No Failure,14/03/2002 20:00
M17353,x1,299,308.8,1418,45.7,204,0,No Failure,14/03/2002 21:00
L49674,x_1,299.1,308.8,1329,53.6,207,1,Overstrain Failure,14/03/2002 22:00
M17355,x1,299.1,308.8,1491,41,209,0,No Failure,14/03/2002 23:00
M17356,x1,299.2,308.9,1573,37.4,212,0,No Failure,15/03/2002 00:00
M17357,x1,299.2,308.9,1521,42.3,215,0,No Failure,15/03/2002 01:00
L49678,x_1,299.1,308.9,1467,47.2,218,0,No Failure,15/03/2002 02:00
M17359,x1,299.1,308.9,1325,48.4,220,0,No Failure,15/03/2002 03:00
L49680,x_1,299.1,308.9,1617,32.3,223,0,No Failure,15/03/2002 04:00
M17361,x1,299.1,308.9,1476,42.7,225,0,No Failure,15/03/2002 05:00
L49682,x_1,299.2,309,1515,48.9,228,1,Overstrain Failure,15/03/2002 06:00
L49683,x_1,299.2,309,1408,47.2,0,0,No Failure,15/03/2002 07:00
L49684,x_1,299.2,309.1,1468,45.6,2,0,No Failure,15/03/2002 08:00
L49685,x_1,299.2,309.1,1387,48.7,4,0,No Failure,15/03/2002 09:00
M17366,x1,299.2,309.1,1503,34.7,6,0,No Failure,15/03/2002 10:00
H31921,X1,299.2,309.1,1410,47.1,9,0,No Failure,15/03/2002 11:00
L49688,x_1,283,308.9,1615,30.6,14,0,No Failure,15/03/2002 12:00
L49689,x_1,299,308.9,1511,35.9,16,0,No Failure,15/03/2002 13:00
L49690,x_1,299.1,309,1405,53.8,18,0,No Failure,15/03/2002 14:00
M17371,x1,283,308.9,1526,41.1,20,0,No Failure,15/03/2002 15:00
L49692,x_1,298.9,308.8,1530,38.3,23,0,No Failure,15/03/2002 16:00
L49693,x_1,299,308.7,1583,32.5,25,0,No Failure,15/03/2002 17:00
L49694,x_1,298.9,308.6,2069,18.7,27,0,No Failure,15/03/2002 18:00
L49695,x_1,298.8,308.5,1490,35,29,0,No Failure,15/03/2002 19:00
L49696,x_1,298.8,308.5,1736,29,31,0,No Failure,15/03/2002 20:00
L49697,x_1,298.8,308.5,1395,44.4,33,0,No Failure,15/03/2002 21:00
M17378,x1,298.9,308.6,1425,49.6,35,0,No Failure,15/03/2002 22:00
L49699,x_1,298.8,308.6,,112.2,38,0,No Failure,15/03/2002 23:00
L49700,x_1,298.8,308.6,1535,41.2,40,0,No Failure,16/03/2002 00:00
L49701,x_1,298.8,308.6,1584,34.4,42,0,No Failure,16/03/2002 01:00
M17382,x1,298.8,308.7,1543,38.2,44,0,No Failure,16/03/2002 02:00
L49703,x_1,298.8,308.7,1635,35.2,47,0,No Failure,16/03/2002 03:00
M17384,x1,298.8,308.7,1446,45.5,49,0,No Failure,16/03/2002 04:00
M17385,x1,298.8,308.6,1598,35.1,52,0,No Failure,16/03/2002 05:00
L49706,x_1,298.8,308.6,1501,35,55,0,No Failure,16/03/2002 06:00
L49707,x_1,298.8,308.5,1450,50.8,57,0,No Failure,16/03/2002 07:00
L49708,x_1,298.8,308.6,1730,25.9,59,0,No Failure,16/03/2002 08:00
M17389,x1,298.8,308.6,1571,33.7,61,0,No Failure,16/03/2002 09:00
L49710,x_1,298.9,308.7,1438,51.7,64,0,No Failure,16/03/2002 10:00
M17391,x1,298.8,308.5,1510,118.5,66,0,No Failure,16/03/2002 11:00
L49712,x_1,298.9,308.7,1389,44.9,69,0,No Failure,16/03/2002 12:00
L49713,x_1,298.8,308.7,1490,113.4,71,0,No Failure,16/03/2002 13:00
L49714,x_1,298.9,308.7,1729,26.6,73,0,No Failure,16/03/2002 14:00
L49715,x_1,299,308.8,1495,38.4,75,0,No Failure,16/03/2002 15:00
L49716,x_1,298.9,308.8,1281,53.9,77,0,No Failure,16/03/2002 16:00
H31951,X1,298.9,308.7,1353,127.9,79,0,No Failure,16/03/2002 17:00
L49718,x_1,299.1,308.8,1429,50.1,84,0,No Failure,16/03/2002 18:00
L49719,x_1,299.1,308.8,1413,42.1,86,0,No Failure,16/03/2002 19:00
L49720,x_1,299.1,308.8,1502,38.3,88,0,No Failure,16/03/2002 20:00
H31955,X1,299.1,308.8,1553,32.6,90,0,No Failure,16/03/2002 21:00
H31956,X1,299.2,308.9,1712,26.4,95,0,No Failure,16/03/2002 22:00
L49723,x_1,299.3,309,1786,103.3,100,0,No Failure,16/03/2002 23:00
L49724,x_1,299.2,309,1951,21.4,102,0,No Failure,17/03/2002 00:00
M17405,x1,299.2,309,1541,116.1,104,0,No Failure,17/03/2002 01:00
L49726,x_1,299.2,309.1,1605,34.3,107,0,No Failure,17/03/2002 02:00
L49727,x_1,299.2,309.1,1578,38.1,109,0,No Failure,17/03/2002 03:00
M17408,x1,299.3,309.2,1440,37.5,111,0,No Failure,17/03/2002 04:00
L49729,x_1,283.4,309.2,1489,42.3,114,0,Error,17/03/2002 05:00
L49730,x_1,299.4,309.3,1366,48.4,116,0,No Failure,17/03/2002 06:00
L49731,x_1,299.3,309.2,1541,37.2,118,0,No Failure,17/03/2002 07:00
H31966,X1,299.3,309.1,1552,40.7,120,0,No Failure,17/03/2002 08:00
L49733,x_1,299.3,309.1,1473,120.1,125,0,No Failure,17/03/2002 09:00
L49734,x_1,299.3,309.1,1531,37.9,127,0,No Failure,17/03/2002 10:00
L49735,x_1,299.3,309.2,1511,37.2,129,0,No Failure,17/03/2002 11:00
M17416,x1,299.3,309.1,1449,47.9,131,0,No Failure,17/03/2002 12:00
M17417,x1,299.4,309.1,1440,50,134,0,No Failure,17/03/2002 13:00
M17418,x1,299.2,309,1881,23.9,137,0,No Failure,17/03/2002 14:00
L49739,x_1,299.3,309,1447,50.4,140,0,Random Failures,17/03/2002 15:00
M17420,x1,299.4,309.1,1326,62,142,0,No Failure,17/03/2002 16:00
L49741,x_1,299.4,309.2,1607,31.7,145,0,No Failure,17/03/2002 17:00
L49742,x_1,299.3,309.1,1551,39.1,147,0,No Failure,17/03/2002 18:00
L49743,x_1,299.3,309.1,1496,37.2,149,0,No Failure,17/03/2002 19:00
L49744,x_1,299.3,309.1,1493,38,151,0,No Failure,17/03/2002 20:00
L49745,x_1,299.4,309.1,1304,50.5,153,0,No Failure,17/03/2002 21:00
M17426,x1,299.3,309,1420,41.6,155,0,No Failure,17/03/2002 22:00
L49747,x_1,299.4,309.1,1766,24.6,158,0,No Failure,17/03/2002 23:00
L49748,x_1,299.6,309.2,1450,43.1,160,0,No Failure,18/03/2002 00:00
H31983,X1,299.5,309.2,1872,182.2,162,0,No Failure,18/03/2002 01:00
L49750,x_1,299.6,309.2,1713,26.5,167,0,No Failure,18/03/2002 02:00
M17431,x1,299.5,309.2,1497,40.9,169,0,No Failure,18/03/2002 03:00
M17432,x1,299.4,309.1,1352,124.5,172,0,No Failure,18/03/2002 04:00
L49753,x_1,299.5,309.2,1499,41.5,175,0,No Failure,18/03/2002 05:00
L49754,x_1,299.5,309.3,1972,19.3,177,0,No Failure,18/03/2002 06:00
L49755,x_1,299.5,309.3,1422,49.2,179,0,No Failure,18/03/2002 07:00
L49756,x_1,299.5,309.3,1523,41.5,181,0,No Failure,18/03/2002 08:00
L49757,x_1,299.5,309.4,1563,41.5,183,0,No Failure,18/03/2002 09:00
L49758,x_1,299.4,309.3,1391,46.6,185,0,No Failure,18/03/2002 10:00
L49759,x_1,299.3,309.1,1795,24.7,187,0,No Failure,18/03/2002 11:00
L49760,x_1,299.3,309.1,1293,53.7,189,0,No Failure,18/03/2002 12:00
L49761,x_1,299.2,309.1,1345,60.7,191,1,Overstrain Failure,18/03/2002 13:00
L49762,x_1,299.2,309,1615,33.7,193,0,No Failure,18/03/2002 14:00
L49763,x_1,299.2,308.9,1342,50.8,195,0,No Failure,18/03/2002 15:00
L49764,x_1,299.1,308.8,1502,46.7,197,0,No Failure,18/03/2002 16:00
M17445,x1,299,308.7,1620,35.4,199,0,No Failure,18/03/2002 17:00
L49766,x_1,299,308.7,1537,42.8,202,0,No Failure,18/03/2002 18:00
L49767,x_1,299,308.7,2248,16.8,204,0,No Failure,18/03/2002 19:00
L49768,x_1,299,308.7,1706,28.6,206,0,No Failure,18/03/2002 20:00
L49769,x_1,299,308.7,2250,16.6,208,0,No Failure,18/03/2002 21:00
L49770,x_1,299,308.7,1396,48.6,0,0,No Failure,18/03/2002 22:00
L49771,x_1,298.9,308.6,1522,46.4,2,0,No Failure,18/03/2002 23:00
L49772,x_1,298.9,308.6,1539,45.4,4,0,No Failure,19/03/2002 00:00
H32007,X1,298.9,308.5,1415,54,6,0,No Failure,19/03/2002 01:00
L49774,x_1,298.8,308.5,1446,37,11,0,No Failure,19/03/2002 02:00
M17455,x1,298.8,308.6,1486,41.1,13,0,No Failure,19/03/2002 03:00
L49776,x_1,299,308.7,1426,38.6,16,0,No Failure,19/03/2002 04:00
L49777,x_1,299,308.7,1449,38.9,18,0,No Failure,19/03/2002 05:00
L49778,x_1,299.1,308.8,1320,67.5,20,1,Power Failure,19/03/2002 06:00
M17459,x1,299.2,308.9,1447,39.6,22,0,No Failure,19/03/2002 07:00
L49780,x_1,299.3,309,1422,47.3,25,0,No Failure,19/03/2002 08:00
L49781,x_1,299.3,309.1,1399,52.1,27,0,No Failure,19/03/2002 09:00
L49782,x_1,283.4,309.2,1427,41.5,29,0,No Failure,19/03/2002 10:00
M17463,x1,299.3,309.2,1334,46.3,31,0,No Failure,19/03/2002 11:00
M17464,x1,299.3,309.1,1385,45.6,34,0,No Failure,19/03/2002 12:00
L49785,x_1,299.4,309.2,1552,37.4,37,0,No Failure,19/03/2002 13:00
H32020,X1,299.4,309.3,1534,37.5,39,0,No Failure,19/03/2002 14:00
L49787,x_1,299.4,309.3,1448,48.6,44,0,No Failure,19/03/2002 15:00
L49788,x_1,299.5,309.3,1409,44.7,46,0,No Failure,19/03/2002 16:00
L49789,x_1,299.4,309.2,1621,34.5,48,0,No Failure,19/03/2002 17:00
H32024,X1,299.4,309.1,1547,40.9,50,0,No Failure,19/03/2002 18:00
L49791,x_1,299.4,309.1,1957,22.1,55,0,No Failure,19/03/2002 19:00
L49792,x_1,299.4,309.1,2421,14.2,57,0,No Failure,19/03/2002 20:00
M17473,x1,299.3,309.1,1571,38.3,59,0,No Failure,19/03/2002 21:00
L49794,x_1,299.3,309.1,1634,36.8,62,0,No Failure,19/03/2002 22:00
L49795,x_1,299.3,309,1516,38.7,64,0,No Failure,19/03/2002 23:00
L49796,x_1,299.4,309.1,1207,66.5,66,0,No Failure,20/03/2002 00:00
L49797,x_1,299.4,309.1,1670,35.9,68,0,No Failure,20/03/2002 01:00
M17478,x1,299.4,309.1,1461,48.6,70,0,No Failure,20/03/2002 02:00
L49799,x_1,299.4,309.2,1569,40.8,73,0,No Failure,20/03/2002 03:00
L49800,x_1,299.4,309.2,1556,35.7,75,0,No Failure,20/03/2002 04:00
M17481,x1,299.5,309.3,1506,41.5,77,0,No Failure,20/03/2002 05:00
M17482,x1,299.6,309.4,1642,30.3,80,0,No Failure,20/03/2002 06:00
M17483,x1,299.6,309.4,1283,62.1,83,0,No Failure,20/03/2002 07:00
H32038,X1,299.7,309.5,1375,46.8,86,0,No Failure,20/03/2002 08:00
L49805,x_1,299.7,309.4,1399,119.7,91,0,No Failure,20/03/2002 09:00
L49806,x_1,299.7,309.4,1650,29.8,93,0,No Failure,20/03/2002 10:00
M17487,x1,299.8,309.6,1346,53.2,95,0,No Failure,20/03/2002 11:00
H32042,X2,299.9,309.6,1410,51.2,98,0,No Failure,20/03/2012 12:00
L49809,x_1,284,309.7,1586,37.8,103,0,No Failure,20/03/2002 13:00
L49810,x_1,300,309.8,1372,39.6,105,0,No Failure,20/03/2002 14:00
H32045,X1,300,309.7,1529,42.4,107,0,No Failure,20/03/2002 15:00
M17492,x1,300,309.7,1652,28.6,112,0,No Failure,20/03/2002 16:00
L49813,x_1,300.1,309.8,1532,39.8,115,0,No Failure,20/03/2002 17:00
L49814,x_1,300,309.7,1554,32,117,0,No Failure,20/03/2002 18:00
H32049,X1,299.9,309.6,1462,51,119,0,No Failure,20/03/2002 19:00
L49816,x_1,299.9,309.6,1254,61.3,124,0,No Failure,20/03/2002 20:00
L49817,x_1,299.9,309.6,1294,49.7,126,0,No Failure,20/03/2002 21:00
L49818,x_1,299.8,309.5,1739,27.5,128,0,No Failure,20/03/2002 22:00
M17499,x1,299.8,309.4,1412,47.8,130,0,No Failure,20/03/2002 23:00
M17500,x1,299.9,309.5,1372,56.2,133,0,No Failure,21/03/2002 00:00
H32055,X1,299.8,309.5,1420,46.7,136,0,No Failure,21/03/2002 01:00
L49822,x_1,299.8,309.5,1542,120.1,141,0,No Failure,21/03/2002 02:00
M17503,x1,299.8,309.4,1401,48.1,143,0,No Failure,21/03/2002 03:00
L49824,x_1,299.8,309.4,1510,42.5,146,0,No Failure,21/03/2002 04:00
H32059,X1,299.9,309.5,1547,38.5,148,0,No Failure,21/03/2002 05:00
M17506,x1,299.8,309.5,1453,43.2,153,0,No Failure,21/03/2002 06:00
L49827,x_1,299.8,309.4,1408,45.6,156,0,No Failure,21/03/2002 07:00
L49828,x_1,299.8,309.4,1436,51.6,158,0,No Failure,21/03/2002 08:00
M17509,x1,299.9,309.5,1582,38.2,160,0,No Failure,21/03/2002 09:00
L49830,x_1,299.9,309.6,1280,59.3,163,0,No Failure,21/03/2002 10:00
L49831,x_1,299.9,309.5,2008,20.4,165,0,No Failure,21/03/2002 11:00
L49832,x_1,299.9,309.5,1772,23.5,167,0,No Failure,21/03/2002 12:00
L49833,x_1,299.9,309.5,1779,26.1,169,0,No Failure,21/03/2002 13:00
L49834,x_1,299.9,309.5,1567,35.5,171,0,No Failure,21/03/2002 14:00
M17515,x1,299.8,309.4,1751,27,173,0,No Failure,21/03/2002 15:00
L49836,x_1,283.9,309.5,1349,51.3,176,0,No Failure,21/03/2002 16:00
M17517,x1,300,309.5,1425,40.8,178,0,No Failure,21/03/2002 17:00
L49838,x_1,284,309.4,1395,44.5,181,0,No Failure,21/03/2002 18:00
H32073,X1,299.8,309.3,1595,32.1,183,0,No Failure,21/03/2002 19:00
L49840,x_1,299.8,309.3,1291,56.4,188,0,No Failure,21/03/2002 20:00
M17521,x1,299.9,309.4,1509,42.8,190,0,No Failure,21/03/2002 21:00
M17522,x1,283.9,309.4,1483,38.1,193,0,No Failure,21/03/2002 22:00
L49843,x_1,299.9,309.3,1620,31.1,196,0,No Failure,21/03/2002 23:00
M17524,x1,299.9,309.4,1487,42.2,198,0,No Failure,22/03/2002 00:00
L49845,x_1,283.8,309.4,2256,15.9,201,0,No Failure,22/03/2002 01:00
H32080,X1,299.7,309.2,1691,27.7,203,0,No Failure,22/03/2002 02:00
M17527,x1,299.8,309.3,1663,35.2,208,0,No Failure,22/03/2002 03:00
M17528,x1,299.8,309.3,1640,31.1,211,0,No Failure,22/03/2002 04:00
H32083,X1,299.7,309.3,1494,37.8,214,0,No Failure,22/03/2002 05:00
L49850,x_1,299.8,309.4,1467,46.2,219,0,No Failure,22/03/2002 06:00
M17531,x1,299.7,309.3,1399,41.9,221,1,Tool Wear Failure,22/03/2002 07:00
L49852,x_1,299.7,309.3,1445,42.6,0,0,No Failure,22/03/2002 08:00
L49853,x_1,299.8,309.4,1480,40.9,2,0,No Failure,22/03/2002 09:00
L49854,x_1,299.7,309.3,1546,37.2,4,0,No Failure,22/03/2002 10:00
L49855,x_1,299.7,309.3,1574,35.8,6,0,No Failure,22/03/2002 11:00
L49856,x_1,299.7,309.3,1592,34.2,8,0,No Failure,22/03/2002 12:00
L49857,x_1,299.8,309.5,1495,39.6,10,0,No Failure,22/03/2002 13:00
L49858,x_1,299.8,309.6,1447,43.1,12,0,No Failure,22/03/2002 14:00
L49859,x_1,299.8,309.5,1476,44.4,14,0,No Failure,22/03/2002 15:00
L49860,x_1,299.8,309.5,1641,27.1,16,0,No Failure,22/03/2002 16:00
L49861,x_1,299.8,309.5,1545,32.2,18,0,No Failure,22/03/2002 17:00
M17542,x1,299.9,309.6,1364,44.4,20,0,Error,22/03/2002 18:00
L49863,x_1,299.8,309.5,1590,28.5,23,0,No Failure,22/03/2002 19:00
L49864,x_1,299.8,309.4,1460,37.4,25,0,No Failure,22/03/2002 20:00
L49865,x_1,299.8,309.4,1609,32.5,27,0,No Failure,22/03/2002 21:00
L49866,x_1,299.8,309.4,1633,27.5,29,0,No Failure,22/03/2002 22:00
L49867,x_1,299.9,309.4,1348,52.8,31,0,No Failure,22/03/2002 23:00
L49868,x_1,299.9,309.4,1322,53.9,33,0,No Failure,23/03/2002 00:00
L49869,x_1,300,309.5,1641,30.1,35,0,No Failure,23/03/2002 01:00
L49870,x_1,300,309.5,1728,26,37,0,No Failure,23/03/2002 02:00
L49871,x_1,300,309.6,1431,47.7,39,0,No Failure,23/03/2002 03:00
L49872,x_1,300.1,309.7,1641,30.4,41,0,No Failure,23/03/2002 04:00
M17553,x1,300.1,309.6,1622,36.1,43,0,No Failure,23/03/2002 05:00
M17554,x1,300.1,309.6,1625,38,46,0,No Failure,23/03/2002 06:00
L49875,x_1,300,309.5,1869,22.7,49,0,No Failure,23/03/2002 07:00
L49876,x_1,300,309.6,1452,46,51,0,No Failure,23/03/2002 08:00
L49877,x_1,300,309.6,1618,28.7,53,0,No Failure,23/03/2002 09:00
L49878,x_1,300,309.4,2010,20,55,0,No Failure,23/03/2002 10:00
L49879,x_1,299.9,309.4,1363,60.9,57,0,No Failure,23/03/2002 11:00
L49880,X2,299.9,309.3,1473,40.4,59,0,No Failure,23/03/2012 12:00
L49881,x_1,299.9,309.2,1333,50.8,61,0,No Failure,23/03/2002 13:00
L49882,x_1,299.8,309.2,1760,25.9,63,0,No Failure,23/03/2002 14:00
M17563,x1,299.8,309.2,1372,58.2,65,0,No Failure,23/03/2002 15:00
M17564,x1,299.7,309.2,1608,34.4,68,0,No Failure,23/03/2002 16:00
L49885,x_1,299.7,309.2,1326,64.8,71,0,No Failure,23/03/2002 17:00
M17566,x1,299.6,309.1,1560,37.1,73,0,No Failure,23/03/2002 18:00
M17567,x1,299.6,309,1539,36.1,76,0,No Failure,23/03/2002 19:00
L49888,x_1,299.6,309.1,2266,15.3,79,0,No Failure,23/03/2002 20:00
L49889,x_1,299.6,309.1,1641,35.8,81,0,No Failure,23/03/2002 21:00
L49890,x_1,299.6,309.1,1574,39.2,83,0,No Failure,23/03/2002 22:00
L49891,x_1,299.6,309.1,1407,50.6,85,0,No Failure,23/03/2002 23:00
H32126,X1,299.7,309.2,1302,55.5,87,0,No Failure,24/03/2002 00:00
M17573,x1,299.6,309.2,1651,30.8,92,0,No Failure,24/03/2002 01:00
M17574,x1,299.6,309.1,1366,55.2,95,0,No Failure,24/03/2002 02:00
M17575,x1,299.5,309,1701,28.6,98,0,No Failure,24/03/2002 03:00
L49896,x_1,299.5,309,1498,44.6,101,0,No Failure,24/03/2002 04:00
M17577,x1,299.5,309.1,1422,45.3,103,0,No Failure,24/03/2002 05:00
L49898,x_1,299.5,309.1,1357,47.3,106,0,No Failure,24/03/2002 06:00
L49899,x_1,299.5,309.2,1690,29.2,108,0,No Failure,24/03/2002 07:00
L49900,x_1,299.6,309.2,1559,118.9,110,0,No Failure,24/03/2002 08:00
M17581,x1,299.6,309.3,1553,32.4,112,0,No Failure,24/03/2002 09:00
L49902,x_1,299.6,309.3,1558,34.8,115,0,No Failure,24/03/2002 10:00
L49903,x_1,299.7,309.4,1362,51.9,117,0,No Failure,24/03/2002 11:00
M17584,x1,299.8,309.3,1470,42.7,119,0,No Failure,24/03/2002 12:00
L49905,x_1,299.8,309.4,1555,34.8,122,0,No Failure,24/03/2002 13:00
M17586,x1,299.8,309.4,1423,42.9,124,0,No Failure,24/03/2002 14:00
L49907,x_1,299.7,309.3,1434,38.5,127,0,No Failure,24/03/2002 15:00
L49908,x_1,299.7,309.3,1779,25.5,129,0,No Failure,24/03/2002 16:00
L49909,x_1,299.7,309.3,1417,54.6,131,0,No Failure,24/03/2002 17:00
L49910,x_1,299.6,309.2,1425,45.9,133,0,No Failure,24/03/2002 18:00
M17591,x1,299.7,309.2,1597,112.7,135,0,No Failure,24/03/2002 19:00
L49912,x_1,299.7,309.2,1346,57.4,138,0,No Failure,24/03/2002 20:00
L49913,x_1,299.7,309.2,1422,40.4,140,0,No Failure,24/03/2002 21:00
H32148,X1,299.7,309.2,1572,32.8,142,0,No Failure,24/03/2002 22:00
L49915,x_1,299.7,309.2,1412,45.4,147,0,No Failure,24/03/2002 23:00
M17596,x1,299.7,309.1,1576,36.4,149,0,No Failure,25/03/2002 00:00
M17597,x1,299.7,309.1,1508,41.2,152,0,No Failure,25/03/2002 01:00
M17598,x1,299.8,309.1,1496,44.4,155,0,No Failure,25/03/2002 02:00
L49919,x_1,299.8,309.2,1572,35.4,158,0,No Failure,25/03/2002 03:00
L49920,x_1,299.6,309,1525,122.6,160,0,No Failure,25/03/2002 04:00
L49921,x_1,299.6,309,1378,51.9,162,0,No Failure,25/03/2002 05:00
L49922,x_1,299.6,309.1,1369,51.4,164,0,No Failure,25/03/2002 06:00
L49923,x_1,299.6,309.1,1476,45.3,166,0,No Failure,25/03/2002 07:00
L49924,x_1,299.7,309.2,1620,30,168,0,No Failure,25/03/2002 08:00
M17605,x1,299.7,309.1,1603,38.5,170,0,No Failure,25/03/2002 09:00
L49926,x_1,299.7,309.2,1411,46.1,173,0,No Failure,25/03/2002 10:00
L49927,x_1,299.7,309.2,1616,31.6,175,0,No Failure,25/03/2002 11:00
L49928,x_1,299.7,309.2,1631,114.9,177,0,No Failure,25/03/2002 12:00
M17609,x1,299.7,309.2,1685,28.9,179,1,No Failure,25/03/2002 13:00
H32164,X1,299.7,309.2,1456,40.6,182,0,No Failure,25/03/2002 14:00
L49931,x_1,283.7,309.1,1417,50.1,187,0,No Failure,25/03/2002 15:00
M17612,x1,299.7,309.1,1851,24.7,189,0,No Failure,25/03/2002 16:00
L49933,x_1,299.7,309.1,1715,27.8,192,0,No Failure,25/03/2002 17:00
H32168,X1,299.6,309.1,1630,32.3,194,0,No Failure,25/03/2002 18:00
L49935,x_1,299.7,309.2,1478,38.8,199,0,No Failure,25/03/2002 19:00
L49936,x_1,299.7,309.2,1781,29.6,201,0,No Failure,25/03/2002 20:00
L49937,x_1,283.8,309.2,1439,36.1,203,0,No Failure,25/03/2002 21:00
M17618,x1,299.7,309.2,1412,45.3,205,0,No Failure,25/03/2002 22:00
L49939,x_1,299.7,309.1,1483,41.1,208,0,No Failure,25/03/2002 23:00
L49940,x_1,299.8,309.2,1400,42.6,210,0,No Failure,26/03/2002 00:00
L49941,x_1,299.8,309.3,1299,65.1,212,1,Overstrain Failure,26/03/2002 01:00
L49942,x_1,299.8,309.2,1479,44.4,214,0,No Failure,26/03/2002 02:00
L49943,x_1,299.8,309.2,1491,47.5,216,0,No Failure,26/03/2002 03:00
M17624,x1,299.9,309.3,1389,52.8,0,0,No Failure,26/03/2002 04:00
M17625,x1,299.9,309.4,1399,54.8,3,0,No Failure,26/03/2002 05:00
M17626,x1,299.9,309.4,1889,26,6,0,No Failure,26/03/2002 06:00
L49947,x_1,300,309.5,1925,21.9,9,0,No Failure,26/03/2002 07:00
L49948,x_1,300,309.5,1675,30.2,11,0,No Failure,26/03/2002 08:00
M17629,x1,300,309.6,1477,38.1,13,0,No Failure,26/03/2002 09:00
L49950,x_1,300,309.6,1364,45.9,16,0,No Failure,26/03/2002 10:00
L49951,x_1,299.9,309.5,1451,39.4,18,0,No Failure,26/03/2002 11:00
L49952,x_1,299.9,309.4,1467,41.2,20,0,No Failure,26/03/2002 12:00
L49953,x_1,299.9,309.4,1858,22.5,22,0,No Failure,26/03/2002 13:00
L49954,x_1,300.1,309.4,1559,39.7,24,0,No Failure,26/03/2002 14:00
L49955,x_1,300.1,309.4,1560,47.7,26,0,No Failure,26/03/2002 15:00
L49956,x_1,300.1,309.4,1453,47.6,28,0,No Failure,26/03/2002 16:00
L49957,x_1,300.1,309.4,1464,41.7,30,0,No Failure,26/03/2002 17:00
L49958,x_1,300,309.4,1308,50.2,32,0,No Failure,26/03/2002 18:00
L49959,x_1,300.1,309.5,1353,50.9,34,0,No Failure,26/03/2002 19:00
M17640,x1,300.2,309.6,1556,35.8,36,0,No Failure,26/03/2002 20:00
L49961,x_1,300.2,309.5,2183,17.8,39,0,No Failure,26/03/2002 21:00
M17642,x1,300.2,309.6,1491,41.8,41,0,No Failure,26/03/2002 22:00
M17643,x1,300.2,309.6,1528,35.1,44,0,No Failure,26/03/2002 23:00
L49964,x_1,300.2,309.6,1430,52.7,47,0,No Failure,27/03/2002 00:00
L49965,x_1,300.2,309.5,1495,32.6,49,0,No Failure,27/03/2002 01:00
M17646,x1,300.2,309.5,1630,28.3,51,0,No Failure,27/03/2002 02:00
M17647,x1,300.3,309.6,1524,38.4,54,0,No Failure,27/03/2002 03:00
L49968,x_1,300.3,309.6,1326,52.4,57,0,No Failure,27/03/2002 04:00
H32203,X1,300.3,309.5,1438,44,59,0,No Failure,27/03/2002 05:00
L49970,x_1,300.4,309.6,1356,45.9,64,0,No Failure,27/03/2002 06:00
H32205,X1,300.4,309.6,1416,43.3,66,0,No Failure,27/03/2002 07:00
L49972,x_1,284.4,309.7,1584,32.6,71,0,No Failure,27/03/2002 08:00
L49973,x_1,300.3,309.6,1597,31.8,73,0,No Failure,27/03/2002 09:00
L49974,x_1,300.4,309.6,1553,43.9,75,0,No Failure,27/03/2002 10:00
M17655,x1,300.3,309.5,1405,49.4,77,0,No Failure,27/03/2002 11:00
L49976,x_1,300.2,309.5,1539,35.3,80,0,No Failure,27/03/2002 12:00
M17657,x1,300.3,309.6,1398,53.7,82,0,No Failure,27/03/2002 13:00
L49978,x_1,300.3,309.6,1568,39.6,85,0,No Failure,27/03/2002 14:00
L49979,x_1,300.3,309.6,1404,44.6,87,0,No Failure,27/03/2002 15:00
M17660,x1,300.2,309.5,1500,45.7,89,0,No Failure,27/03/2002 16:00
M17661,x1,300.2,309.5,1642,28.8,92,0,No Failure,27/03/2002 17:00
M17662,x1,300.3,309.6,1509,46.6,95,0,No Failure,27/03/2002 18:00
L49983,x_1,300.2,309.5,1343,50.2,98,0,No Failure,27/03/2002 19:00
L49984,x_1,300.1,309.5,1450,40.1,100,0,No Failure,27/03/2002 20:00
